2026-07-15 06:07:40 | WARNING | analysis.claude_strength:calculate_strength_with_claude:305 | Claude level not matched | {'symbol': 'AKEUSDT', 'level_price': 0.00030514, 'claude_prices': [0.00035, 0.00032, 0.00031]}
2026-07-15 13:00:20 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.2362, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 13:00:31 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 1, 'new': 0}
2026-07-15 13:00:35 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.2362, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 13:00:35 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:00:35 | INFO | __main__:_proximity_loop:1258 | Proximity alert sent | {'symbol': 'EVAAUSDT', 'level': 1.1319, 'distance_pct': 0.7279424662340112}
2026-07-15 13:00:50 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.2362, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 13:01:05 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.2362, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 13:01:21 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.2362, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 13:01:36 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:01:36 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.2362, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 13:01:41 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:01:46 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:01:51 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.2362, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 13:02:17 | INFO | analysis.monitor:start_monitor:126 | monitor: skip level with non-positive p_bounce (won't pass entry filter) | {'symbol': 'EVAAUSDT', 'level': 1.161747619047619, 'level_type': 'wick_level', 'p_bounce': 0.0, 'expected_depth': 0.0}
2026-07-15 13:02:17 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'EVAAUSDT', 'level': 1.1319}
2026-07-15 13:02:17 | INFO | __main__:_start_resistance_after_bounce:1116 | Resistance monitor started | {'symbol': 'EVAAUSDT', 'resistance': 1.161747619047619, 'from_support': 1.1319}
2026-07-15 13:02:17 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'EVAAUSDT', 'level': 1.161747619047619, 'result': 'отбой', 'outcome': None, 'duration': 0.0}
2026-07-15 13:02:45 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'EVAAUSDT', 'level': 1.1053, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.94}
2026-07-15 13:02:45 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'EVAAUSDT', 'level': 1.1053, 'strength': 3}
2026-07-15 13:03:28 | INFO | __main__:_proximity_loop:1258 | Proximity alert sent | {'symbol': 'EVAAUSDT', 'level': 1.1053, 'distance_pct': 0.4951386388188747}
2026-07-15 13:03:28 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:03:28 | INFO | trading.strategy2_signal_filter:check:856 | S2: SL adjusted to minimum distance | {'symbol': 'EVAAUSDT', 'min_dist_pct': 1.615, 'stop_loss': 1.08745429}
2026-07-15 13:04:15 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'BSBUSDT', 'level': 0.13444, 'type': 'pump_base', 'strength': 5, 'dist_atr': 3.36}
2026-07-15 13:04:15 | INFO | __main__:_run_phase1:601 | Level broken in recent candles, skipping monitor | {'symbol': 'BSBUSDT', 'level': 0.13444, 'close_below': 4}
2026-07-15 13:04:54 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:04:55 | INFO | analysis.monitor:start_monitor:126 | monitor: skip level with non-positive p_bounce (won't pass entry filter) | {'symbol': 'EVAAUSDT', 'level': 1.1462949999999998, 'level_type': 'wick_level', 'p_bounce': 0.0, 'expected_depth': 0.0}
2026-07-15 13:04:55 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:04:55 | INFO | __main__:_start_resistance_after_bounce:1116 | Resistance monitor started | {'symbol': 'EVAAUSDT', 'resistance': 1.1462949999999998, 'from_support': 1.1053}
2026-07-15 13:04:55 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'EVAAUSDT', 'level': 1.1462949999999998, 'result': 'отбой', 'outcome': None, 'duration': 0.0}
2026-07-15 13:05:10 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:05:25 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:05:35 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:05:40 | INFO | analysis.monitor:start_monitor:126 | monitor: skip level with non-positive p_bounce (won't pass entry filter) | {'symbol': 'EVAAUSDT', 'level': 1.167484328358209, 'level_type': 'wick_level', 'p_bounce': 0.0, 'expected_depth': 0.0}
2026-07-15 13:05:40 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:05:40 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:05:40 | INFO | __main__:_start_resistance_after_bounce:1116 | Resistance monitor started | {'symbol': 'EVAAUSDT', 'resistance': 1.167484328358209, 'from_support': 1.1053}
2026-07-15 13:05:41 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'EVAAUSDT', 'level': 1.167484328358209, 'result': 'отбой', 'outcome': None, 'duration': 0.0}
2026-07-15 13:05:45 | INFO | analysis.monitor:start_monitor:126 | monitor: skip level with non-positive p_bounce (won't pass entry filter) | {'symbol': 'EVAAUSDT', 'level': 1.1671866666666666, 'level_type': 'wick_level', 'p_bounce': 0.0, 'expected_depth': 0.0}
2026-07-15 13:05:45 | INFO | __main__:_start_resistance_after_bounce:1116 | Resistance monitor started | {'symbol': 'EVAAUSDT', 'resistance': 1.1671866666666666, 'from_support': 1.1053}
2026-07-15 13:05:46 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'EVAAUSDT', 'level': 1.1671866666666666, 'result': 'отбой', 'outcome': None, 'duration': 0.0}
2026-07-15 13:05:55 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:06:11 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:06:26 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:06:36 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:06:41 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:06:41 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:06:41 | INFO | trading.strategy5_continuation:_open_trade:414 | S5 trade opened | {'trade_id': '61d7af31-97ca-4fee-a820-eb235ae0622f', 'symbol': 'USUSDT', 'entry': 0.035152, 'sl': 0.0347507955, 'tp1': 0.0355532045, 'tp2': 0.035954409, 'growth': 10.0, 'hours_since_peak': 5.1, 'trig_vol_ratio': 1.23, 'market_phase': 'unknown', 'natr_1m': 0.663, 'natr_15m': 2.471, 'basis': 'pump+10.0% 5.1h retr1.1%/3c trigvol1.2x phase=unknown vdecay=0.34'}
2026-07-15 13:06:46 | INFO | trading.strategy5_live:_open_live:200 | S5Live OPEN | {'trade_id': '07ac651f-49c4-4b87-aa69-919ed73e1bb1', 'symbol': 'USUSDT', 'entry': 0.035177, 'qty': 2840.0, 'sl': 0.0347507955, 'tp1': 0.0356032045, 'tp2': 0.036029409, 'basis': 'pump+10.0% 5.1h retr1.1%/3c trigvol1.2x phase=unknown vdecay=0.34'}
2026-07-15 13:06:46 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:06:52 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:06:57 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:06:57 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:07:12 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:07:22 | INFO | analysis.monitor:start_monitor:126 | monitor: skip level with non-positive p_bounce (won't pass entry filter) | {'symbol': 'EVAAUSDT', 'level': 1.1672807142857142, 'level_type': 'wick_level', 'p_bounce': 0.0, 'expected_depth': 0.0}
2026-07-15 13:07:22 | INFO | __main__:_start_resistance_after_bounce:1116 | Resistance monitor started | {'symbol': 'EVAAUSDT', 'resistance': 1.1672807142857142, 'from_support': 1.1053}
2026-07-15 13:07:22 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'EVAAUSDT', 'level': 1.1672807142857142, 'result': 'отбой', 'outcome': None, 'duration': 0.0}
2026-07-15 13:07:27 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:07:42 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:07:58 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:08:13 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:08:28 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:08:43 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:08:59 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:09:04 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.2362, 'approach_count': 6, 'block_threshold': 4}
2026-07-15 13:09:14 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:09:29 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:09:45 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:10:00 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:10:15 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:10:34 | INFO | config:add:68 | Token added | {'symbol': '0GUSDT'}
2026-07-15 13:10:34 | INFO | __main__:_auto_screener_loop:192 | Auto-added new symbol from screener | {'symbol': '0GUSDT'}
2026-07-15 13:10:35 | INFO | analysis.claude_strength:calculate_strength_with_claude:174 | Claude input levels | {'symbol': '0GUSDT', 'levels': [{'price': 0.1715, 'candle_count': 57, 'hourly_open_bonus': 3, 'round_number_bonus': 0, 'poc_aligned': False, 'position': 'origin', 'volume_at_level': 13385271.0, 'type': 'pump_base'}, {'price': 0.1761, 'candle_count': 81, 'hourly_open_bonus': 3, 'round_number_bonus': 0, 'poc_aligned': False, 'position': 'origin', 'volume_at_level': 22463899.0, 'type': 'pump_base'}, {'price': 0.18245, 'candle_count': 4, 'hourly_open_bonus': 2, 'round_number_bonus': 0, 'poc_aligned': False, 'position': 'origin', 'volume_at_level': 8273837.0, 'type': 'mid_impulse_pause'}, {'price': 0.18495, 'candle_count': 3, 'hourly_open_bonus': 2, 'round_number_bonus': 0, 'poc_aligned': False, 'position': 'impulse', 'volume_at_level': 3855074.0, 'type': 'mid_impulse_pause'}, {'price': 0.1863, 'candle_count': 28, 'hourly_open_bonus': 3, 'round_number_bonus': 0, 'poc_aligned': False, 'position': 'impulse', 'volume_at_level': 27148455.0, 'type': 'pump_base'}, {'price': 0.1878, 'candle_count': 56, 'hourly_open_bonus': 0, 'round_number_bonus': 0, 'poc_aligned': False, 'position': 'impulse', 'volume_at_level': 94807.0, 'type': 'body_level'}, {'price': 0.19115, 'candle_count': 10, 'hourly_open_bonus': 2, 'round_number_bonus': 1, 'poc_aligned': False, 'position': 'impulse', 'volume_at_level': 22265871.0, 'type': 'pump_base'}, {'price': 0.19385, 'candle_count': 115, 'hourly_open_bonus': 3, 'round_number_bonus': 0, 'poc_aligned': False, 'position': 'impulse', 'volume_at_level': 24418282.0, 'type': 'pump_base'}]}
2026-07-15 13:10:35 | INFO | trading.strategy5_continuation:_open_trade:414 | S5 trade opened | {'trade_id': '0c6f6533-7add-4d13-b5eb-0ede847a6994', 'symbol': 'AKEUSDT', 'entry': 0.0007002, 'sl': 0.0006718907, 'tp1': 0.0007285093, 'tp2': 0.0007568187, 'growth': 8.9, 'hours_since_peak': 5.2, 'trig_vol_ratio': 1.24, 'market_phase': 'pump', 'natr_1m': 4.044, 'natr_15m': 7.846, 'basis': 'pump+8.9% 5.2h retr3.5%/3c trigvol1.2x phase=pump vdecay=0.63'}
2026-07-15 13:10:38 | INFO | trading.strategy5_live:_open_live:200 | S5Live OPEN | {'trade_id': 'c9ce5e54-9454-4ade-89ba-75050a6202d4', 'symbol': 'AKEUSDT', 'entry': 0.0006968, 'qty': 142800.0, 'sl': 0.0006718906500000001, 'tp1': 0.00072170935, 'tp2': 0.0007466186999999999, 'basis': 'pump+8.9% 5.2h retr3.5%/3c trigvol1.2x phase=pump vdecay=0.63'}
2026-07-15 13:10:38 | INFO | analysis.claude_strength:calculate_strength_with_claude:298 | Claude strength assigned | {'symbol': '0GUSDT', 'level': 0.1715, 'strength': 5, 'p_bounce_claude': 97, 'reason': 'Пампбаза, 57 свечей в зоне, объём 3.4x, открытие 4h'}
2026-07-15 13:10:38 | INFO | analysis.claude_strength:calculate_strength_with_claude:298 | Claude strength assigned | {'symbol': '0GUSDT', 'level': 0.1761, 'strength': 5, 'p_bounce_claude': 97, 'reason': 'Пампбаза, 81 свеча в зоне, объём 5.7x, открытие 4h'}
2026-07-15 13:10:38 | INFO | analysis.claude_strength:calculate_strength_with_claude:298 | Claude strength assigned | {'symbol': '0GUSDT', 'level': 0.18245, 'strength': 4, 'p_bounce_claude': 92, 'reason': 'Mid-impulse, объём 2.1x, открытие 1h'}
2026-07-15 13:10:38 | INFO | analysis.claude_strength:calculate_strength_with_claude:298 | Claude strength assigned | {'symbol': '0GUSDT', 'level': 0.18495, 'strength': 3, 'p_bounce_claude': 88, 'reason': 'Mid-impulse, мало касаний (3), объём нормальный'}
2026-07-15 13:10:38 | INFO | analysis.claude_strength:calculate_strength_with_claude:298 | Claude strength assigned | {'symbol': '0GUSDT', 'level': 0.1863, 'strength': 5, 'p_bounce_claude': 97, 'reason': 'Пампбаза, 28 свечей, объём 6.8x, открытие 4h'}
2026-07-15 13:10:38 | INFO | analysis.claude_strength:calculate_strength_with_claude:298 | Claude strength assigned | {'symbol': '0GUSDT', 'level': 0.1878, 'strength': 4, 'p_bounce_claude': 92, 'reason': 'Body-level, 56 свечей в зоне, протестирована'}
2026-07-15 13:10:38 | INFO | analysis.claude_strength:calculate_strength_with_claude:298 | Claude strength assigned | {'symbol': '0GUSDT', 'level': 0.19115, 'strength': 5, 'p_bounce_claude': 96, 'reason': 'Пампбаза, объём 5.6x, близко к круглому числу'}
2026-07-15 13:10:38 | INFO | analysis.claude_strength:calculate_strength_with_claude:298 | Claude strength assigned | {'symbol': '0GUSDT', 'level': 0.19385, 'strength': 5, 'p_bounce_claude': 97, 'reason': 'Пампбаза, 115 свечей в зоне, объём 6.1x, открытие 4h'}
2026-07-15 13:10:39 | INFO | __main__:_auto_screener_loop:298 | Auto monitoring started | {'symbol': '0GUSDT', 'level': 0.19385}
2026-07-15 13:10:39 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 2, 'new': 1}
2026-07-15 13:10:41 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.2362, 'approach_count': 6, 'block_threshold': 4}
2026-07-15 13:10:56 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.2362, 'approach_count': 6, 'block_threshold': 4}
2026-07-15 13:11:11 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.2362, 'approach_count': 5, 'block_threshold': 4}
2026-07-15 13:11:16 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': '0GUSDT'}
2026-07-15 13:11:17 | INFO | __main__:_run_phase1:575 | Replaced old monitor with closer level | {'symbol': '0GUSDT', 'old': 0.19385, 'new': 0.19504}
2026-07-15 13:11:17 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': '0GUSDT', 'level': 0.19385}
2026-07-15 13:11:17 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': '0GUSDT', 'level': 0.19504, 'strength': 3}
2026-07-15 13:11:22 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:11:27 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.2362, 'approach_count': 5, 'block_threshold': 4}
2026-07-15 13:11:37 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:11:42 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.2362, 'approach_count': 5, 'block_threshold': 4}
2026-07-15 13:11:52 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:11:57 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.2362, 'approach_count': 5, 'block_threshold': 4}
2026-07-15 13:12:07 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:12:12 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.2362, 'approach_count': 5, 'block_threshold': 4}
2026-07-15 13:12:22 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:12:27 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.2362, 'approach_count': 5, 'block_threshold': 4}
2026-07-15 13:12:38 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:12:43 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.2362, 'approach_count': 5, 'block_threshold': 4}
2026-07-15 13:12:53 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:13:03 | INFO | analysis.monitor:start_monitor:126 | monitor: skip level with non-positive p_bounce (won't pass entry filter) | {'symbol': 'LABUSDT', 'level': 0.24216218487394958, 'level_type': 'wick_level', 'p_bounce': 0.0, 'expected_depth': 0.0}
2026-07-15 13:13:03 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'LABUSDT', 'level': 0.2362}
2026-07-15 13:13:03 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'LABUSDT', 'level': 0.2362, 'approach_count': 7, 'block_threshold': 4}
2026-07-15 13:13:03 | INFO | trading.strategy2_signal_filter:check:505 | S2: level marked dead, monitor will stop sending proximity | {'symbol': 'LABUSDT', 'level': 0.2362, 'approach_count': 7}
2026-07-15 13:13:03 | INFO | __main__:_start_resistance_after_bounce:1116 | Resistance monitor started | {'symbol': 'LABUSDT', 'resistance': 0.24216218487394958, 'from_support': 0.2362}
2026-07-15 13:13:03 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'LABUSDT', 'level': 0.24216218487394958, 'result': 'отбой', 'outcome': None, 'duration': 0.0}
2026-07-15 13:13:08 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:13:23 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:13:39 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:13:54 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:14:09 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:14:25 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:14:30 | INFO | trading.strategy5_live:_manage_one:268 | S5Live TP1 hit, SL→BE | {'trade_id': 'c9ce5e54-9454-4ade-89ba-75050a6202d4', 'symbol': 'AKEUSDT'}
2026-07-15 13:14:40 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:14:40 | INFO | trading.strategy5_continuation:_check_exit:467 | S5 TP1 hit, stop → breakeven | {'trade_id': '0c6f6533-7add-4d13-b5eb-0ede847a6994'}
2026-07-15 13:14:45 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'LABUSDT', 'level': 0.2362, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.2}
2026-07-15 13:14:55 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:15:10 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:15:21 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'DODOXUSDT'}
2026-07-15 13:15:26 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
2026-07-15 13:15:41 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'EVAAUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.68'}
