2026-07-12 06:05:40 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'SXTUSDT', 'level': 0.00852, 'type': 'pump_base', 'strength': 5, 'dist_atr': 4.0}
2026-07-12 11:22:12 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:22:17 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:22:22 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:22:27 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:22:32 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:22:37 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:22:42 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:22:47 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:22:52 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:22:57 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:23:02 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:23:07 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:23:12 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:23:15 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 1, 'new': 0}
2026-07-12 11:23:17 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'TUSDT'}
2026-07-12 11:23:18 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:23:18 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'TUSDT', 'level': 0.005233, 'strength': 5}
2026-07-12 11:23:23 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:23:28 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:23:33 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:23:38 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:23:43 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:23:48 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:23:53 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:23:58 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:24:03 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:24:08 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:24:13 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:24:18 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:24:23 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:24:28 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'BEATUSDT'}
2026-07-12 11:24:29 | INFO | __main__:_run_phase1:601 | Level broken in recent candles, skipping monitor | {'symbol': 'BEATUSDT', 'level': 2.648, 'close_below': 8}
2026-07-12 11:24:29 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:24:33 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:24:45 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'VANRYUSDT', 'level': 0.006485, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.12}
2026-07-12 11:24:45 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'VANRYUSDT', 'level': 0.0055605, 'strength': 5}
2026-07-12 11:25:03 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:25:08 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:26:09 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:26:24 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:26:39 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:27:44 | INFO | analysis.monitor:start_monitor:126 | monitor: skip level with non-positive p_bounce (won't pass entry filter) | {'symbol': 'BUSDT', 'level': 0.123325, 'level_type': 'wick_level', 'p_bounce': 0.0, 'expected_depth': 0.0}
2026-07-12 11:27:44 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'BUSDT', 'level': 0.121}
2026-07-12 11:27:44 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.59'}
2026-07-12 11:27:44 | INFO | __main__:_start_resistance_after_bounce:1116 | Resistance monitor started | {'symbol': 'BUSDT', 'resistance': 0.123325, 'from_support': 0.121}
2026-07-12 11:27:45 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'BUSDT', 'level': 0.123325, 'result': 'отбой', 'outcome': None, 'duration': 0.0}
2026-07-12 11:29:05 | INFO | __main__:_proximity_loop:1381 | Weak level touch resolved | {'symbol': 'VANRYUSDT', 'level': 0.00642581, 'event': 'bounce', 'fill_depth': 0.0}
2026-07-12 11:29:14 | INFO | __main__:_stale_monitor_loop:1179 | Stale monitor cancelled — rebuilding | {'symbol': 'TUSDT', 'level': 0.005233, 'current': 0.005925, 'distance_pct': 11.7}
2026-07-12 11:29:14 | INFO | __main__:_stale_monitor_loop:1179 | Stale monitor cancelled — rebuilding | {'symbol': 'VANRYUSDT', 'level': 0.0055605, 'current': 0.00645, 'distance_pct': 13.8}
2026-07-12 11:29:14 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'TUSDT', 'level': 0.005233}
2026-07-12 11:29:14 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'VANRYUSDT', 'level': 0.0055605}
2026-07-12 11:29:15 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'TUSDT', 'level': 0.0051584, 'strength': 3}
2026-07-12 11:30:46 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'VANRYUSDT'}
2026-07-12 11:33:17 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 1, 'new': 0}
2026-07-12 11:34:14 | INFO | __main__:_stale_monitor_loop:1179 | Stale monitor cancelled — rebuilding | {'symbol': 'TUSDT', 'level': 0.0051584, 'current': 0.005791, 'distance_pct': 10.9}
2026-07-12 11:34:14 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'TUSDT', 'level': 0.0051584}
2026-07-12 11:34:15 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'TUSDT', 'level': 0.00519059, 'strength': 4}
2026-07-12 11:43:15 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'BUSDT', 'level': 0.121, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.01}
2026-07-12 11:43:19 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 1, 'new': 0}
2026-07-12 11:46:22 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'EVAAUSDT'}
2026-07-12 11:46:22 | INFO | __main__:_run_phase1:575 | Replaced old monitor with closer level | {'symbol': 'EVAAUSDT', 'old': 1.2701, 'new': 1.3147}
2026-07-12 11:46:22 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'EVAAUSDT', 'level': 1.2701}
2026-07-12 11:46:23 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'EVAAUSDT', 'level': 1.3147, 'strength': 3}
2026-07-12 11:52:46 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'BEATUSDT', 'level': 2.536, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.09}
2026-07-12 11:52:46 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'BEATUSDT', 'level': 2.382, 'strength': 3}
2026-07-12 11:53:21 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 1, 'new': 0}
2026-07-12 11:54:15 | INFO | __main__:_stale_monitor_loop:1179 | Stale monitor cancelled — rebuilding | {'symbol': 'BEATUSDT', 'level': 2.382, 'current': 2.668, 'distance_pct': 10.7}
2026-07-12 11:54:15 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'BEATUSDT', 'level': 2.382}
2026-07-12 11:54:15 | INFO | __main__:_run_phase1:601 | Level broken in recent candles, skipping monitor | {'symbol': 'BEATUSDT', 'level': 2.573, 'close_below': 3}
2026-07-12 11:55:39 | INFO | trading.price_tracker:_save_post_exit_range:187 | post_exit_tracker saved | {'trade_id': '3cc1273c-a0eb-4d00-87ea-621df60fdd99', 'high': 0.006586, 'low': 0.006409}
2026-07-12 11:57:16 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'VANRYUSDT', 'level': 0.006485, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.14}
2026-07-12 11:57:16 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'VANRYUSDT', 'level': 0.0063435, 'strength': 4}
2026-07-12 12:00:59 | INFO | __main__:_proximity_loop:1258 | Proximity alert sent | {'symbol': 'VANRYUSDT', 'level': 0.0063435, 'distance_pct': 1.909695376526975}
2026-07-12 12:00:59 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.01'}
2026-07-12 12:01:01 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.01'}
2026-07-12 12:01:06 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.01'}
2026-07-12 12:01:11 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.03'}
2026-07-12 12:01:14 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.03'}
2026-07-12 12:01:16 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.03'}
2026-07-12 12:01:19 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'LABUSDT'}
2026-07-12 12:01:19 | INFO | __main__:_run_phase1:414 | Pump degraded, skipping monitoring | {'symbol': 'LABUSDT', 'health': 40, 'broken': 0, 'correction': '100%'}
2026-07-12 12:01:21 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.03'}
2026-07-12 12:01:26 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.03'}
2026-07-12 12:01:29 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.03'}
2026-07-12 12:01:34 | INFO | __main__:_proximity_loop:1381 | Weak level touch resolved | {'symbol': 'VANRYUSDT', 'level': 0.00645045, 'event': 'bounce', 'fill_depth': 0.0534846406064744}
2026-07-12 12:01:41 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.03'}
2026-07-12 12:01:44 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'SXTUSDT', 'level': 0.008601, 'approach_count': 12, 'block_threshold': 4}
2026-07-12 12:01:44 | INFO | trading.strategy2_signal_filter:check:505 | S2: level marked dead, monitor will stop sending proximity | {'symbol': 'SXTUSDT', 'level': 0.008601, 'approach_count': 12}
2026-07-12 12:01:44 | INFO | __main__:_proximity_loop:1258 | Proximity alert sent | {'symbol': 'SXTUSDT', 'level': 0.008601, 'distance_pct': 1.9605608115809903}
2026-07-12 12:01:44 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'SXTUSDT', 'level': 0.008601, 'approach_count': 12, 'block_threshold': 4}
2026-07-12 12:01:44 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.03'}
2026-07-12 12:01:46 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.03'}
2026-07-12 12:01:51 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.03'}
2026-07-12 12:01:56 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.03'}
2026-07-12 12:01:59 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'SXTUSDT', 'level': 0.008601, 'approach_count': 12, 'block_threshold': 4}
2026-07-12 12:01:59 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.03'}
2026-07-12 12:02:01 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.03'}
2026-07-12 12:02:06 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.01'}
2026-07-12 12:02:11 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.01'}
2026-07-12 12:02:14 | INFO | __main__:_proximity_loop:1381 | Weak level touch resolved | {'symbol': 'SXTUSDT', 'level': 0.00875921, 'event': 'bounce', 'fill_depth': 0.0}
2026-07-12 12:02:14 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.01'}
2026-07-12 12:02:16 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.01'}
2026-07-12 12:02:21 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.01'}
2026-07-12 12:02:34 | INFO | trading.strategy2_signal_filter:check:493 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'SXTUSDT', 'level': 0.008601, 'approach_count': 13, 'block_threshold': 4}
2026-07-12 12:02:36 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.01'}
2026-07-12 12:02:39 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.01'}
2026-07-12 12:02:41 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.01'}
2026-07-12 12:02:46 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.01'}
2026-07-12 12:02:51 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.01'}
2026-07-12 12:02:55 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.01'}
2026-07-12 12:02:56 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.01'}
2026-07-12 12:03:01 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.02'}
2026-07-12 12:03:06 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.02'}
2026-07-12 12:03:10 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.03'}
2026-07-12 12:03:11 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.03'}
2026-07-12 12:03:16 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.03'}
2026-07-12 12:03:21 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.02'}
2026-07-12 12:03:24 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 1, 'new': 0}
2026-07-12 12:03:25 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.02'}
2026-07-12 12:03:26 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.02'}
2026-07-12 12:03:31 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.03'}
2026-07-12 12:03:36 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.03'}
2026-07-12 12:03:40 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.03'}
2026-07-12 12:03:41 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.03'}
2026-07-12 12:03:46 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.03'}
2026-07-12 12:03:51 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.03'}
2026-07-12 12:03:55 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.03'}
2026-07-12 12:03:56 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.03'}
2026-07-12 12:04:01 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.03'}
2026-07-12 12:04:06 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.04'}
2026-07-12 12:04:10 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.04'}
2026-07-12 12:04:11 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.04'}
2026-07-12 12:04:16 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.00'}
2026-07-12 12:04:21 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.00'}
2026-07-12 12:04:25 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.02'}
2026-07-12 12:04:26 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.02'}
2026-07-12 12:04:31 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.02'}
2026-07-12 12:04:36 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.02'}
2026-07-12 12:04:40 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.02'}
2026-07-12 12:04:41 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.02'}
2026-07-12 12:04:46 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.02'}
2026-07-12 12:04:51 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.02'}
2026-07-12 12:04:55 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.02'}
2026-07-12 12:04:56 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.02'}
2026-07-12 12:05:01 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.02'}
2026-07-12 12:05:06 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.02'}
2026-07-12 12:05:10 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.04'}
2026-07-12 12:05:11 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.04'}
2026-07-12 12:05:16 | INFO | trading.strategy2_signal_filter:check:641 | S2 market phase | {'symbol': 'VANRYUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.04'}
